user,employee_name,department,role,login_time,logout_time,session_duration_hrs,source_ip,location,auth_method,success,is_weekend
EMP-1095,Anthony Wright,Legal,Contract Specialist,2024-02-19 07:32:02.970390,2024-02-19 18:09:40.680294,10.63,10.226.179.125,Office-SanFrancisco,certificate,1,0
EMP-1096,Benjamin Cox,IT Security,SOC Analyst,2024-02-19 10:38:26.417112,2024-02-19 18:51:58.673899,8.23,10.142.4.142,Remote,MFA,1,0
EMP-1097,Mark Anderson,Executive,VP Engineering,2024-02-19 08:55:34.673482,2024-02-19 15:59:57.377264,7.07,10.239.184.75,HQ-NewYork,MFA,1,0
EMP-1098,Kathleen Stewart,Research & Development,Data Scientist,2024-02-19 09:21:32.503796,2024-02-19 18:09:28.272525,8.8,10.99.49.236,Office-Bangalore,SSO,1,0
EMP-1099,Emily Foster,Marketing,SEO Specialist,2024-02-19 10:26:47.493528,2024-02-19 19:02:52.226052,8.6,10.211.1.73,Office-London,SSO,1,0
EMP-1100,Karen Edwards,Operations,Logistics Coordinator,2024-02-19 10:47:11.284766,2024-02-19 17:32:04.684981,6.75,10.142.196.140,Office-Bangalore,SSO,1,0
EMP-1001,Mark Edwards,Engineering,QA Engineer,2024-02-20 09:49:48.154854,2024-02-20 17:59:37.286231,8.16,10.179.109.88,Office-London,password,1,0
EMP-1002,Margaret Ross,Finance,Finance Manager,2024-02-20 10:28:50.442876,2024-02-20 17:38:21.648693,7.16,10.25.92.217,HQ-NewYork,password,1,0
EMP-1003,Jennifer Sanders,Human Resources,Benefits Coordinator,2024-02-20 08:52:01.872055,2024-02-20 18:11:12.800544,9.32,10.21.142.76,Office-Berlin,SSO,1,0
EMP-1004,Alexander Rodriguez,Sales,Sales Rep,2024-02-20 08:36:08.688400,2024-02-20 13:39:01.607228,5.05,10.253.21.219,Remote,certificate,1,0
EMP-1005,Timothy Scott,Legal,Legal Manager,2024-02-20 09:48:46.373626,2024-02-20 14:38:34.732302,4.83,10.95.91.54,Remote,certificate,1,0
EMP-1006,Nicole Brooks,IT Security,SOC Analyst,2024-02-20 07:08:19.779248,2024-02-20 16:24:53.855457,9.28,10.119.98.70,Office-Berlin,password,1,0
EMP-1007,Dennis Jimenez,Executive,CEO,2024-02-20 07:57:00.476924,2024-02-20 17:35:37.336288,9.64,10.103.69.17,Office-SanFrancisco,MFA,1,0
EMP-1008,Margaret Wood,Research & Development,Lab Technician,2024-02-20 08:50:50.618231,2024-02-20 13:25:02.213572,4.57,10.68.36.64,Office-Bangalore,password,1,0
EMP-1009,Justin Phillips,Marketing,Marketing Manager,2024-02-20 06:54:21.273376,2024-02-20 15:01:40.005027,8.12,10.127.24.194,Office-SanFrancisco,MFA,1,0
EMP-1010,Karen Watson,Operations,Project Manager,2024-02-20 10:32:58.522549,2024-02-20 19:00:26.741484,8.46,10.17.99.98,Remote,MFA,1,0
EMP-1011,Stephen Johnson,Engineering,Software Engineer,2024-02-20 08:33:50.441608,2024-02-20 16:03:58.543276,7.5,10.197.165.88,Remote,MFA,1,0
EMP-1012,Sharon Lee,Finance,Controller,2024-02-20 07:41:02.818017,2024-02-20 15:31:46.262250,7.85,10.196.46.130,HQ-NewYork,certificate,1,0
EMP-1013,Samantha Cook,Human Resources,HR Director,2024-02-20 07:17:57.668556,2024-02-20 15:09:17.162109,7.86,10.196.42.139,Office-SanFrancisco,password,1,0
EMP-1014,Gary Williams,Sales,Sales Rep,2024-02-20 07:47:06.340778,2024-02-20 15:27:11.630166,7.67,10.15.62.225,Office-London,certificate,1,0
EMP-1015,Janet Morales,Legal,Legal Counsel,2024-02-20 08:03:04.194242,2024-02-20 15:50:47.915624,7.8,10.169.122.243,Office-Berlin,MFA,1,0
EMP-1016,Shirley Cox,IT Security,CISO,2024-02-20 09:40:22.766180,2024-02-20 15:24:46.743909,5.74,10.177.52.183,Office-SanFrancisco,MFA,1,0
EMP-1017,Christine Wood,Executive,COO,2024-02-20 07:39:00.965762,2024-02-20 16:41:10.611963,9.04,10.31.64.58,Office-Bangalore,MFA,1,0
EMP-1018,Robert Ramos,Research & Development,R&D Manager,2024-02-20 07:41:07.425343,2024-02-20 15:41:21.127633,8.0,10.19.182.162,Office-SanFrancisco,certificate,1,0
EMP-1019,David Jones,Marketing,Marketing Manager,2024-02-20 08:12:42.124450,2024-02-20 18:30:18.481593,10.29,10.72.172.125,HQ-NewYork,certificate,1,0
EMP-1020,Patrick Kelly,Operations,Logistics Coordinator,2024-02-20 07:35:15.592145,2024-02-20 15:40:57.435772,8.09,10.207.105.49,Office-Bangalore,password,1,0
EMP-1021,Raymond Parker,Engineering,Engineering Manager,2024-02-20 07:40:20.305273,2024-02-20 17:29:55.680572,9.83,10.222.187.14,Office-Bangalore,password,1,0
EMP-1022,Stephanie Sanders,Finance,Finance Manager,2024-02-20 08:52:47.198126,2024-02-20 14:46:16.731795,5.89,10.49.138.115,HQ-NewYork,MFA,1,0
EMP-1023,Nancy Scott,Human Resources,Benefits Coordinator,2024-02-20 06:37:07.827790,2024-02-20 14:44:24.820015,8.12,10.207.221.220,Office-SanFrancisco,certificate,1,0
EMP-1024,Katherine Cooper,Sales,Sales Rep,2024-02-20 08:12:02.304397,2024-02-20 15:11:52.724842,7.0,10.105.125.124,HQ-NewYork,SSO,1,0
EMP-1025,Linda Perez,Legal,Legal Manager,2024-02-20 12:07:29.532791,2024-02-20 19:52:13.108840,7.75,10.238.201.201,HQ-NewYork,certificate,1,0
EMP-1026,Jason Hughes,IT Security,Incident Responder,2024-02-20 07:01:52.092818,2024-02-20 16:09:14.897429,9.12,10.49.76.56,Remote,password,1,0
EMP-1027,Catherine Green,Executive,CEO,2024-02-20 09:04:21.894811,2024-02-20 13:23:33.761942,4.32,10.236.219.136,HQ-NewYork,SSO,1,0
EMP-1028,Angela Hernandez,Research & Development,Data Scientist,2024-02-20 07:06:05.452357,2024-02-20 15:51:20.517189,8.75,10.221.61.104,HQ-NewYork,MFA,1,0
EMP-1029,Justin Kim,Marketing,Marketing Analyst,2024-02-20 10:07:42.976913,2024-02-20 18:27:45.572535,8.33,10.169.150.145,Office-Berlin,password,1,0
EMP-1030,Anthony Bennett,Operations,Operations Manager,2024-02-20 09:02:58.426882,2024-02-20 15:25:24.761798,6.37,10.34.172.166,Office-SanFrancisco,SSO,1,0
EMP-1031,Kenneth Long,Engineering,Software Engineer,2024-02-20 09:15:40.140406,2024-02-20 18:46:53.397611,9.52,10.145.26.19,HQ-NewYork,SSO,1,0
EMP-1032,Thomas Hall,Finance,Financial Analyst,2024-02-20 10:33:22.111714,2024-02-20 18:47:56.632325,8.24,10.41.113.214,Office-SanFrancisco,password,1,0
EMP-1033,Christine Peterson,Human Resources,HR Manager,2024-02-20 07:31:40.142794,2024-02-20 17:57:49.545636,10.44,10.68.30.228,Remote,certificate,1,0
EMP-1034,Paul Torres,Sales,Business Development,2024-02-20 09:08:32.410545,2024-02-20 17:37:20.247663,8.48,10.176.163.219,Office-SanFrancisco,SSO,1,0
EMP-1035,Steven Miller,Legal,Legal Counsel,2024-02-20 08:43:31.595760,2024-02-20 15:57:52.904532,7.24,10.12.1.86,Remote,certificate,1,0
EMP-1036,Charles Patel,IT Security,CISO,2024-02-20 08:32:09.593256,2024-02-20 15:52:44.895566,7.34,10.3.29.20,Office-Berlin,MFA,1,0
EMP-1037,Melissa Howard,Executive,VP Sales,2024-02-20 07:04:39.989063,2024-02-20 14:51:56.758065,7.79,10.11.79.94,Office-SanFrancisco,password,1,0
EMP-1038,Anthony Mendoza,Research & Development,Data Scientist,2024-02-20 10:23:25.028142,2024-02-20 19:03:27.493112,8.67,10.200.144.227,Remote,certificate,1,0
EMP-1039,Donald Lee,Marketing,Content Strategist,2024-02-20 10:17:25.541014,2024-02-20 14:22:29.261915,4.08,10.189.237.86,Office-Bangalore,certificate,1,0
EMP-1040,Paul Lee,Operations,Operations Analyst,2024-02-20 09:29:18.032845,2024-02-20 17:08:50.796894,7.66,10.57.52.210,Office-Bangalore,certificate,1,0
EMP-1041,Michelle Robinson,Engineering,Sr. Software Engineer,2024-02-20 07:06:39.540946,2024-02-20 15:50:02.518283,8.72,10.85.72.222,HQ-NewYork,SSO,1,0
EMP-1042,Brian Chavez,Finance,Accounts Payable,2024-02-20 10:08:08.393722,2024-02-20 19:20:54.962221,9.21,10.241.8.30,Office-Bangalore,MFA,1,0
EMP-1043,Justin King,Human Resources,HR Specialist,2024-02-20 10:01:15.432974,2024-02-20 18:04:33.762951,8.06,10.187.202.81,HQ-NewYork,MFA,1,0
EMP-1044,Deborah Kelly,Sales,Account Executive,2024-02-20 08:46:23.979102,2024-02-20 16:40:57.600693,7.91,10.112.1.134,Office-London,SSO,1,0
EMP-1045,Sharon Rodriguez,Legal,Compliance Officer,2024-02-20 09:27:16.985916,2024-02-20 18:29:48.128663,9.04,10.218.32.185,Office-Berlin,MFA,1,0
EMP-1046,Christine Evans,IT Security,Security Engineer,2024-02-20 10:28:17.529173,2024-02-20 18:15:05.296660,7.78,10.33.50.108,Office-Bangalore,SSO,1,0
EMP-1047,Brandon Reed,Executive,COO,2024-02-20 10:13:31.669485,2024-02-20 17:45:44.007433,7.54,10.78.74.54,Office-Bangalore,password,1,0
EMP-1048,Cynthia Cruz,Research & Development,Lab Technician,2024-02-20 08:31:42.992541,2024-02-20 16:58:36.052454,8.45,10.122.204.231,Remote,certificate,1,0
EMP-1049,Andrew Rogers,Marketing,Brand Manager,2024-02-20 09:06:07.713588,2024-02-20 18:05:07.114262,8.98,10.173.80.58,Office-London,MFA,1,0
EMP-1050,Patricia Garcia,Operations,Project Manager,2024-02-20 09:34:16.001196,2024-02-20 18:00:58.207270,8.45,10.107.227.162,Office-Bangalore,MFA,1,0
EMP-1051,Amy Phillips,Engineering,Sr. Software Engineer,2024-02-20 09:31:00.716133,2024-02-20 16:24:55.854068,6.9,10.200.109.57,Office-SanFrancisco,certificate,1,0
EMP-1052,Michael Bailey,Finance,Sr. Accountant,2024-02-20 10:03:11.691240,2024-02-20 18:14:55.132477,8.2,10.206.119.171,HQ-NewYork,SSO,1,0
EMP-1053,Brandon Castillo,Human Resources,HR Director,2024-02-20 10:46:00.759236,2024-02-20 18:32:37.856095,7.78,10.230.41.191,Office-Bangalore,certificate,1,0
EMP-1054,Kimberly Long,Sales,Account Executive,2024-02-20 09:14:57.010957,2024-02-20 20:35:06.696206,11.34,10.125.161.62,Remote,SSO,1,0
EMP-1055,Elizabeth Alvarez,Legal,Compliance Officer,2024-02-20 07:06:44.051474,2024-02-20 11:10:30.289693,4.06,10.82.229.139,Office-SanFrancisco,MFA,1,0
EMP-1056,Karen Robinson,IT Security,CISO,2024-02-20 10:44:58.561131,2024-02-20 18:32:19.643396,7.79,10.55.17.107,Remote,SSO,1,0
EMP-1057,Anna Reyes,Executive,VP Engineering,2024-02-20 07:18:57.621732,2024-02-20 15:09:58.975939,7.85,10.100.232.198,HQ-NewYork,SSO,1,0
EMP-1058,Kathleen Smith,Research & Development,R&D Engineer,2024-02-20 08:19:10.025700,2024-02-20 18:06:11.589741,9.78,10.138.192.189,Office-London,MFA,1,0
EMP-1059,Mark Wright,Marketing,SEO Specialist,2024-02-20 09:54:57.470106,2024-02-20 20:36:59.177049,10.7,10.87.172.174,Office-Bangalore,MFA,1,0
EMP-1060,Cynthia Taylor,Operations,Logistics Coordinator,2024-02-20 07:38:07.389694,2024-02-20 15:29:03.188806,7.85,10.152.145.170,Office-Berlin,MFA,1,0
EMP-1061,Samuel Diaz,Engineering,Sr. Software Engineer,2024-02-20 08:37:15.521976,2024-02-20 17:15:10.957366,8.63,10.67.98.84,Office-Bangalore,MFA,1,0
EMP-1062,Carol Baker,Finance,Controller,2024-02-20 07:18:36.762004,2024-02-20 14:28:44.812024,7.17,10.214.21.121,Office-London,password,1,0
EMP-1063,Brian Lewis,Human Resources,HR Specialist,2024-02-20 07:50:51.267575,2024-02-20 13:55:55.426979,6.08,10.244.64.52,Remote,SSO,1,0
EMP-1064,Donald Taylor,Sales,Sales Director,2024-02-20 10:09:20.088726,2024-02-20 14:31:48.885407,4.37,10.243.56.120,Remote,MFA,1,0
EMP-1065,Lisa Cox,Legal,Contract Specialist,2024-02-20 08:56:46.722116,2024-02-20 18:31:59.254210,9.59,10.247.80.28,Remote,certificate,1,0
EMP-1066,Pamela Gray,IT Security,CISO,2024-02-20 08:00:20.082190,2024-02-20 17:01:39.363226,9.02,10.152.177.213,Office-Bangalore,SSO,1,0
EMP-1067,Rachel Foster,Executive,COO,2024-02-20 09:55:55.465498,2024-02-20 19:33:09.604579,9.62,10.201.11.89,Remote,MFA,1,0
EMP-1068,David Cook,Research & Development,R&D Engineer,2024-02-20 08:43:45.654273,2024-02-20 15:38:21.928131,6.91,10.28.111.246,HQ-NewYork,certificate,1,0
EMP-1069,Alexander Martin,Marketing,SEO Specialist,2024-02-20 10:59:47.057047,2024-02-20 20:07:44.040400,9.13,10.70.158.207,Office-SanFrancisco,certificate,1,0
EMP-1070,Sharon Sanders,Operations,Logistics Coordinator,2024-02-20 09:35:19.567375,2024-02-20 17:27:36.906850,7.87,10.213.240.23,Office-London,SSO,1,0
EMP-1071,Ashley Long,Engineering,DevOps Engineer,2024-02-20 09:16:53.942615,2024-02-20 18:29:01.053677,9.2,10.8.127.218,Office-Berlin,certificate,1,0
EMP-1072,Gary Ramirez,Finance,Finance Manager,2024-02-20 09:37:13.699891,2024-02-20 17:20:33.056496,7.72,10.226.153.180,Office-London,certificate,1,0
EMP-1073,Eric Harris,Human Resources,HR Specialist,2024-02-20 09:30:23.006542,2024-02-20 15:58:40.211685,6.47,10.143.195.62,Office-SanFrancisco,SSO,1,0
EMP-1074,Laura Williams,Sales,Sales Rep,2024-02-20 09:26:14.471096,2024-02-20 17:09:53.942010,7.73,10.178.63.79,Office-London,SSO,1,0
EMP-1075,Stephen Ortiz,Legal,Compliance Officer,2024-02-20 08:58:58.313113,2024-02-20 16:28:47.176170,7.5,10.91.180.117,Office-Bangalore,password,1,0
EMP-1076,Steven Robinson,IT Security,Security Analyst,2024-02-20 07:54:38.504894,2024-02-20 14:13:50.929832,6.32,10.31.191.138,Remote,password,1,0
EMP-1077,Margaret Patel,Executive,VP Engineering,2024-02-20 08:39:55.425875,2024-02-20 16:41:22.423005,8.02,10.73.252.26,Office-London,certificate,1,0
EMP-1078,Sandra Campbell,Research & Development,Data Scientist,2024-02-20 07:56:57.592575,2024-02-20 18:10:40.592831,10.23,10.137.33.71,Office-London,SSO,1,0
EMP-1079,Stephen Nguyen,Marketing,Content Strategist,2024-02-20 10:21:41.344609,2024-02-20 16:18:41.757818,5.95,10.224.4.147,Remote,password,1,0
EMP-1080,Kathleen Cruz,Operations,Operations Manager,2024-02-20 07:24:49.044139,2024-02-20 18:04:16.255577,10.66,10.241.221.123,Office-SanFrancisco,password,1,0
EMP-1081,Stephanie Morales,Engineering,Software Engineer,2024-02-20 08:11:12.256752,2024-02-20 17:52:31.187888,9.69,10.39.208.145,Office-Berlin,SSO,1,0
EMP-1082,Ashley Thomas,Finance,Accounts Payable,2024-02-20 10:49:21.606140,2024-02-20 14:30:24.766586,3.68,10.98.116.233,Office-Bangalore,password,1,0
EMP-1083,Emma Diaz,Human Resources,HR Manager,2024-02-20 09:00:40.227966,2024-02-20 16:06:50.522542,7.1,10.246.190.26,Office-Berlin,SSO,1,0
EMP-1084,Kimberly James,Sales,Sales Rep,2024-02-20 06:57:38.000791,2024-02-20 13:50:34.570274,6.88,10.142.20.41,Office-SanFrancisco,password,1,0
EMP-1085,Laura Ruiz,Legal,Contract Specialist,2024-02-20 10:12:08.768869,2024-02-20 18:51:05.222119,8.65,10.60.74.181,Office-Bangalore,certificate,0,0
EMP-1086,Elizabeth Mendoza,IT Security,SOC Analyst,2024-02-20 08:39:08.786133,2024-02-20 16:04:01.671143,7.41,10.30.140.58,Office-London,certificate,1,0
EMP-1087,Christopher Martinez,Executive,CEO,2024-02-20 10:00:42.687173,2024-02-20 18:19:59.994824,8.32,10.192.212.146,Office-SanFrancisco,MFA,1,0
EMP-1088,Jessica Reyes,Research & Development,R&D Engineer,2024-02-20 09:45:49.747087,2024-02-20 18:41:18.920103,8.92,10.129.139.127,Remote,password,1,0
EMP-1089,Scott Garcia,Marketing,SEO Specialist,2024-02-20 08:02:43.624177,2024-02-20 15:41:06.730170,7.64,10.65.7.24,Remote,MFA,1,0
EMP-1090,Maria Gray,Operations,Operations Manager,2024-02-20 11:05:40.984733,2024-02-20 18:01:54.147117,6.94,10.121.133.167,Office-Berlin,password,1,0
EMP-1091,Nancy Howard,Engineering,DevOps Engineer,2024-02-20 09:38:18.731100,2024-02-20 17:39:14.749569,8.02,10.121.90.105,Remote,certificate,1,0
EMP-1092,Christine Wilson,Finance,Sr. Accountant,2024-02-20 10:38:22.381980,2024-02-20 18:29:05.788989,7.85,10.127.74.170,Office-London,password,1,0
EMP-1093,Ryan Lopez,Human Resources,HR Manager,2024-02-20 07:12:00.031641,2024-02-20 12:05:22.149329,4.89,10.249.198.104,Office-London,SSO,1,0
EMP-1094,Edward Miller,Sales,Account Executive,2024-02-20 09:25:50.783804,2024-02-20 15:45:16.071909,6.32,10.194.128.161,Office-Berlin,SSO,1,0
EMP-1095,Anthony Wright,Legal,Contract Specialist,2024-02-20 07:05:20.634934,2024-02-20 12:45:56.127790,5.68,10.226.179.125,Office-SanFrancisco,certificate,1,0
EMP-1096,Benjamin Cox,IT Security,SOC Analyst,2024-02-20 09:46:26.774582,2024-02-20 19:01:54.633804,9.26,10.142.4.142,Remote,password,1,0
EMP-1097,Mark Anderson,Executive,VP Engineering,2024-02-20 09:47:26.737030,2024-02-20 17:26:07.108696,7.64,10.239.184.75,HQ-NewYork,MFA,1,0
EMP-1098,Kathleen Stewart,Research & Development,Data Scientist,2024-02-20 09:42:11.092286,2024-02-20 18:11:02.595635,8.48,10.99.49.236,Office-Bangalore,certificate,1,0
EMP-1099,Emily Foster,Marketing,SEO Specialist,2024-02-20 09:45:19.200363,2024-02-20 17:46:23.130877,8.02,10.211.1.73,Office-London,password,1,0
EMP-1100,Karen Edwards,Operations,Logistics Coordinator,2024-02-20 08:55:05.732738,2024-02-20 17:38:31.315736,8.72,10.142.196.140,Office-Bangalore,certificate,1,0
EMP-1001,Mark Edwards,Engineering,QA Engineer,2024-02-21 09:33:39.784420,2024-02-21 16:53:01.865467,7.32,10.179.109.88,Office-London,certificate,1,0
EMP-1002,Margaret Ross,Finance,Finance Manager,2024-02-21 10:18:49.789224,2024-02-21 20:56:12.288161,10.62,10.25.92.217,HQ-NewYork,certificate,1,0
EMP-1003,Jennifer Sanders,Human Resources,Benefits Coordinator,2024-02-21 08:56:49.030086,2024-02-21 16:59:33.903089,8.05,10.21.142.76,Office-Berlin,certificate,1,0
EMP-1004,Alexander Rodriguez,Sales,Sales Rep,2024-02-21 08:30:46.170664,2024-02-21 18:07:44.648474,9.62,10.253.21.219,Remote,password,1,0
EMP-1005,Timothy Scott,Legal,Legal Manager,2024-02-21 10:28:37.670821,2024-02-21 18:35:40.933149,8.12,10.95.91.54,Remote,password,1,0
EMP-1006,Nicole Brooks,IT Security,SOC Analyst,2024-02-21 08:15:58.828500,2024-02-21 14:51:55.640789,6.6,10.119.98.70,Office-Berlin,certificate,1,0
EMP-1007,Dennis Jimenez,Executive,CEO,2024-02-21 08:35:49.899119,2024-02-21 16:35:46.968892,8.0,10.103.69.17,Office-SanFrancisco,SSO,1,0
EMP-1008,Margaret Wood,Research & Development,Lab Technician,2024-02-21 08:53:37.069158,2024-02-21 19:28:48.170455,10.59,10.68.36.64,Office-Bangalore,MFA,1,0
EMP-1009,Justin Phillips,Marketing,Marketing Manager,2024-02-21 08:09:23.867256,2024-02-21 15:57:23.364041,7.8,10.127.24.194,Office-SanFrancisco,password,1,0
EMP-1010,Karen Watson,Operations,Project Manager,2024-02-21 12:10:14.483912,2024-02-21 21:17:41.514271,9.12,10.17.99.98,Remote,certificate,1,0
EMP-1011,Stephen Johnson,Engineering,Software Engineer,2024-02-21 07:55:18.240502,2024-02-21 14:58:04.176920,7.05,10.197.165.88,Remote,certificate,0,0
EMP-1012,Sharon Lee,Finance,Controller,2024-02-21 07:36:16.049790,2024-02-21 13:26:52.922874,5.84,10.196.46.130,HQ-NewYork,password,1,0
EMP-1013,Samantha Cook,Human Resources,HR Director,2024-02-21 07:45:42.896481,2024-02-21 14:42:49.798530,6.95,10.196.42.139,Office-SanFrancisco,SSO,1,0
EMP-1014,Gary Williams,Sales,Sales Rep,2024-02-21 08:11:45.939485,2024-02-21 14:51:53.041319,6.67,10.15.62.225,Office-London,SSO,1,0
EMP-1015,Janet Morales,Legal,Legal Counsel,2024-02-21 08:41:56.005123,2024-02-21 17:42:55.675947,9.02,10.169.122.243,Office-Berlin,MFA,1,0
EMP-1016,Shirley Cox,IT Security,CISO,2024-02-21 10:21:44.723828,2024-02-21 18:27:27.827259,8.1,10.177.52.183,Office-SanFrancisco,MFA,1,0
EMP-1017,Christine Wood,Executive,COO,2024-02-21 08:55:04.477170,2024-02-21 16:25:54.079978,7.51,10.31.64.58,Office-Bangalore,SSO,1,0
EMP-1018,Robert Ramos,Research & Development,R&D Manager,2024-02-21 08:16:17.619608,2024-02-21 18:41:51.675717,10.43,10.19.182.162,Office-SanFrancisco,password,1,0
EMP-1019,David Jones,Marketing,Marketing Manager,2024-02-21 08:44:11.208758,2024-02-21 15:15:51.988716,6.53,10.72.172.125,HQ-NewYork,SSO,1,0
EMP-1020,Patrick Kelly,Operations,Logistics Coordinator,2024-02-21 07:58:47.720438,2024-02-21 16:11:28.336600,8.21,10.207.105.49,Office-Bangalore,password,1,0
EMP-1021,Raymond Parker,Engineering,Engineering Manager,2024-02-21 07:07:56.523278,2024-02-21 13:31:02.260268,6.38,10.222.187.14,Office-Bangalore,password,1,0
EMP-1022,Stephanie Sanders,Finance,Finance Manager,2024-02-21 08:25:16.041366,2024-02-21 17:15:37.744747,8.84,10.49.138.115,HQ-NewYork,password,1,0
EMP-1023,Nancy Scott,Human Resources,Benefits Coordinator,2024-02-21 07:35:21.369272,2024-02-21 13:05:15.258402,5.5,10.207.221.220,Office-SanFrancisco,certificate,1,0
EMP-1024,Katherine Cooper,Sales,Sales Rep,2024-02-21 07:30:01.052763,2024-02-21 17:00:33.859844,9.51,10.105.125.124,HQ-NewYork,SSO,1,0
EMP-1025,Linda Perez,Legal,Legal Manager,2024-02-21 10:07:21.515165,2024-02-21 17:55:02.955699,7.79,10.238.201.201,HQ-NewYork,password,1,0
EMP-1026,Jason Hughes,IT Security,Incident Responder,2024-02-21 07:48:37.760798,2024-02-21 14:59:15.229388,7.18,10.49.76.56,Remote,certificate,1,0
EMP-1027,Catherine Green,Executive,CEO,2024-02-21 09:26:48.944320,2024-02-21 17:22:37.793942,7.93,10.236.219.136,HQ-NewYork,certificate,1,0
EMP-1028,Angela Hernandez,Research & Development,Data Scientist,2024-02-21 07:59:23.863038,2024-02-21 17:10:07.825832,9.18,10.221.61.104,HQ-NewYork,SSO,1,0
EMP-1029,Justin Kim,Marketing,Marketing Analyst,2024-02-21 09:13:36.679790,2024-02-21 14:14:32.767155,5.02,10.169.150.145,Office-Berlin,password,1,0
EMP-1030,Anthony Bennett,Operations,Operations Manager,2024-02-21 09:28:25.807803,2024-02-21 16:44:17.613717,7.26,10.34.172.166,Office-SanFrancisco,MFA,1,0
EMP-1031,Kenneth Long,Engineering,Software Engineer,2024-02-21 08:05:12.691504,2024-02-21 17:28:32.614530,9.39,10.145.26.19,HQ-NewYork,password,1,0
EMP-1032,Thomas Hall,Finance,Financial Analyst,2024-02-21 09:38:14.579630,2024-02-21 19:05:32.857461,9.46,10.41.113.214,Office-SanFrancisco,password,1,0
EMP-1033,Christine Peterson,Human Resources,HR Manager,2024-02-21 07:26:42.147322,2024-02-21 13:54:02.528488,6.46,10.68.30.228,Remote,certificate,0,0
EMP-1034,Paul Torres,Sales,Business Development,2024-02-21 09:40:56.309618,2024-02-21 18:52:47.013090,9.2,10.176.163.219,Office-SanFrancisco,SSO,1,0
EMP-1035,Steven Miller,Legal,Legal Counsel,2024-02-21 07:39:25.133561,2024-02-21 16:26:09.325000,8.78,10.12.1.86,Remote,password,1,0
EMP-1036,Charles Patel,IT Security,CISO,2024-02-21 08:06:24.613398,2024-02-21 16:14:00.995741,8.13,10.3.29.20,Office-Berlin,password,1,0
EMP-1037,Melissa Howard,Executive,VP Sales,2024-02-21 07:23:18.323757,2024-02-21 15:42:30.647497,8.32,10.11.79.94,Office-SanFrancisco,SSO,1,0
EMP-1038,Anthony Mendoza,Research & Development,Data Scientist,2024-02-21 09:11:13.678540,2024-02-21 17:46:38.151897,8.59,10.200.144.227,Remote,MFA,1,0
EMP-1039,Donald Lee,Marketing,Content Strategist,2024-02-21 10:27:25.057642,2024-02-21 17:25:28.294593,6.97,10.189.237.86,Office-Bangalore,SSO,1,0
EMP-1040,Paul Lee,Operations,Operations Analyst,2024-02-21 10:11:43.926247,2024-02-21 18:27:43.136575,8.27,10.57.52.210,Office-Bangalore,certificate,1,0
EMP-1041,Michelle Robinson,Engineering,Sr. Software Engineer,2024-02-21 08:16:48.264326,2024-02-21 16:50:31.860733,8.56,10.85.72.222,HQ-NewYork,SSO,1,0
EMP-1042,Brian Chavez,Finance,Accounts Payable,2024-02-21 08:56:04.151933,2024-02-21 15:38:03.911219,6.7,10.241.8.30,Office-Bangalore,MFA,1,0
EMP-1043,Justin King,Human Resources,HR Specialist,2024-02-21 10:36:52.448266,2024-02-21 17:07:29.064246,6.51,10.187.202.81,HQ-NewYork,certificate,1,0
EMP-1044,Deborah Kelly,Sales,Account Executive,2024-02-21 08:48:05.597347,2024-02-21 16:12:17.004685,7.4,10.112.1.134,Office-London,SSO,1,0
EMP-1045,Sharon Rodriguez,Legal,Compliance Officer,2024-02-21 08:37:53.690340,2024-02-21 17:08:03.667668,8.5,10.218.32.185,Office-Berlin,password,1,0
EMP-1046,Christine Evans,IT Security,Security Engineer,2024-02-21 10:44:28.531321,2024-02-21 17:19:04.004202,6.58,10.33.50.108,Office-Bangalore,certificate,1,0
EMP-1047,Brandon Reed,Executive,COO,2024-02-21 10:50:51.768140,2024-02-21 17:02:06.373510,6.19,10.78.74.54,Office-Bangalore,MFA,1,0
EMP-1048,Cynthia Cruz,Research & Development,Lab Technician,2024-02-21 08:55:42.740262,2024-02-21 16:36:53.962603,7.69,10.122.204.231,Remote,MFA,1,0
EMP-1049,Andrew Rogers,Marketing,Brand Manager,2024-02-21 09:11:45.156314,2024-02-21 19:26:39.219262,10.25,10.173.80.58,Office-London,certificate,1,0
EMP-1050,Patricia Garcia,Operations,Project Manager,2024-02-21 07:23:44.082780,2024-02-21 16:38:14.669796,9.24,10.107.227.162,Office-Bangalore,SSO,1,0
EMP-1051,Amy Phillips,Engineering,Sr. Software Engineer,2024-02-21 10:04:50.649993,2024-02-21 16:13:00.681954,6.14,10.200.109.57,Office-SanFrancisco,MFA,1,0
EMP-1052,Michael Bailey,Finance,Sr. Accountant,2024-02-21 09:30:58.735913,2024-02-21 15:03:56.753116,5.55,10.206.119.171,HQ-NewYork,MFA,1,0
EMP-1053,Brandon Castillo,Human Resources,HR Director,2024-02-21 10:29:06.581374,2024-02-21 18:45:51.602903,8.28,10.230.41.191,Office-Bangalore,MFA,1,0
EMP-1054,Kimberly Long,Sales,Account Executive,2024-02-21 09:13:22.519506,2024-02-21 16:03:51.558849,6.84,10.125.161.62,Remote,SSO,1,0
EMP-1055,Elizabeth Alvarez,Legal,Compliance Officer,2024-02-21 06:38:53.240118,2024-02-21 15:48:08.940404,9.15,10.82.229.139,Office-SanFrancisco,password,1,0
