user,employee_name,department,device,plug_time,unplug_time,duration_min,bytes_copied,source_ip
EMP-1079,Stephen Nguyen,Marketing,USB-1520,2024-02-14 12:27:00,2024-02-14 12:38:00,11,152383774,10.224.4.147
EMP-1058,Kathleen Smith,Research & Development,USB-2679,2024-02-14 15:21:00,2024-02-14 16:48:00,87,0,10.138.192.189
EMP-1006,Nicole Brooks,IT Security,USB-7912,2024-02-14 08:05:00,2024-02-14 10:37:00,152,0,10.119.98.70
EMP-1003,Jennifer Sanders,Human Resources,USB-4657,2024-02-15 12:23:00,2024-02-15 15:03:00,160,0,10.21.142.76
EMP-1008,Margaret Wood,Research & Development,USB-1409,2024-02-15 09:52:00,2024-02-15 11:55:00,123,0,10.68.36.64
EMP-1038,Anthony Mendoza,Research & Development,USB-1409,2024-02-15 10:38:00,2024-02-15 12:20:00,102,0,10.200.144.227
EMP-1073,Eric Harris,Human Resources,USB-3286,2024-02-15 15:15:00,2024-02-15 15:20:00,5,7221251,10.143.195.62
EMP-1057,Anna Reyes,Executive,USB-4582,2024-02-15 17:26:00,2024-02-15 19:41:00,135,0,10.100.232.198
EMP-1096,Benjamin Cox,IT Security,USB-4811,2024-02-15 16:21:00,2024-02-15 16:36:00,15,0,10.142.4.142
EMP-1051,Amy Phillips,Engineering,USB-1409,2024-02-15 16:04:00,2024-02-15 18:15:00,131,0,10.200.109.57
EMP-1040,Paul Lee,Operations,USB-1409,2024-02-15 17:23:00,2024-02-15 18:32:00,69,0,10.57.52.210
EMP-1031,Kenneth Long,Engineering,USB-9935,2024-02-15 14:32:00,2024-02-15 17:11:00,159,0,10.145.26.19
EMP-1087,Christopher Martinez,Executive,USB-1409,2024-02-15 09:03:00,2024-02-15 11:07:00,124,0,10.192.212.146
EMP-1090,Maria Gray,Operations,USB-1488,2024-02-16 17:27:00,2024-02-16 20:13:00,166,145882889,10.121.133.167
EMP-1091,Nancy Howard,Engineering,USB-9279,2024-02-16 15:37:00,2024-02-16 17:22:00,105,416982246,10.121.90.105
EMP-1029,Justin Kim,Marketing,USB-1520,2024-02-16 10:18:00,2024-02-16 12:08:00,110,0,10.169.150.145
EMP-1026,Jason Hughes,IT Security,USB-5506,2024-02-16 10:59:00,2024-02-16 13:07:00,128,0,10.49.76.56
EMP-1080,Kathleen Cruz,Operations,USB-9928,2024-02-16 14:00:00,2024-02-16 14:57:00,57,25776096,10.241.221.123
EMP-1066,Pamela Gray,IT Security,USB-1488,2024-02-16 18:19:00,2024-02-16 19:34:00,75,0,10.152.177.213
EMP-1005,Timothy Scott,Legal,USB-9279,2024-02-16 17:58:00,2024-02-16 19:03:00,65,272109735,10.95.91.54
EMP-1014,Gary Williams,Sales,USB-2424,2024-02-16 08:17:00,2024-02-16 09:56:00,99,174091780,10.15.62.225
EMP-1081,Stephanie Morales,Engineering,USB-7873,2024-02-16 12:06:00,2024-02-16 12:36:00,30,0,10.39.208.145
EMP-1031,Kenneth Long,Engineering,USB-2824,2024-02-16 10:22:00,2024-02-16 12:55:00,153,0,10.145.26.19
EMP-1022,Stephanie Sanders,Finance,USB-4257,2024-02-16 10:20:00,2024-02-16 12:30:00,130,0,10.49.138.115
EMP-1006,Nicole Brooks,IT Security,USB-7912,2024-02-16 08:00:00,2024-02-16 10:05:00,125,0,10.119.98.70
EMP-1018,Robert Ramos,Research & Development,USB-4811,2024-02-16 18:15:00,2024-02-16 18:34:00,19,0,10.19.182.162
EMP-1094,Edward Miller,Sales,USB-2424,2024-02-16 12:29:00,2024-02-16 13:47:00,78,311628296,10.194.128.161
EMP-1055,Elizabeth Alvarez,Legal,USB-7912,2024-02-16 15:27:00,2024-02-16 15:43:00,16,0,10.82.229.139
EMP-1014,Gary Williams,Sales,USB-2424,2024-02-16 08:49:00,2024-02-16 10:46:00,117,367078104,10.15.62.225
EMP-1072,Gary Ramirez,Finance,USB-9279,2024-02-16 09:57:00,2024-02-16 10:02:00,5,0,10.226.153.180
EMP-1059,Mark Wright,Marketing,USB-4657,2024-02-16 15:57:00,2024-02-16 16:58:00,61,0,10.87.172.174
EMP-1054,Kimberly Long,Sales,USB-1520,2024-02-16 11:49:00,2024-02-16 13:34:00,105,444664378,10.125.161.62
EMP-1029,Justin Kim,Marketing,USB-1488,2024-02-16 12:07:00,2024-02-16 12:52:00,45,190848219,10.169.150.145
EMP-1096,Benjamin Cox,IT Security,USB-1520,2024-02-16 10:53:00,2024-02-16 12:22:00,89,100199767,10.142.4.142
EMP-1048,Cynthia Cruz,Research & Development,USB-4657,2024-02-16 15:00:00,2024-02-16 16:20:00,80,87249070,10.122.204.231
EMP-1054,Kimberly Long,Sales,USB-5012,2024-02-16 10:45:00,2024-02-16 12:51:00,126,0,10.125.161.62
EMP-1017,Christine Wood,Executive,USB-7873,2024-02-16 10:15:00,2024-02-16 11:56:00,101,391354494,10.31.64.58
EMP-1049,Andrew Rogers,Marketing,USB-4582,2024-02-17 10:57:00,2024-02-17 13:46:00,169,0,10.173.80.58
EMP-1081,Stephanie Morales,Engineering,USB-4582,2024-02-17 14:12:00,2024-02-17 16:11:00,119,0,10.39.208.145
EMP-1091,Nancy Howard,Engineering,USB-4582,2024-02-17 15:22:00,2024-02-17 16:43:00,81,77279152,10.121.90.105
EMP-1043,Justin King,Human Resources,USB-4657,2024-02-17 10:18:00,2024-02-17 11:25:00,67,21369979,10.187.202.81
EMP-1088,Jessica Reyes,Research & Development,USB-2424,2024-02-17 17:40:00,2024-02-17 17:51:00,11,0,10.129.139.127
EMP-1097,Mark Anderson,Executive,USB-7912,2024-02-17 18:12:00,2024-02-17 20:48:00,156,0,10.239.184.75
EMP-1013,Samantha Cook,Human Resources,USB-3286,2024-02-17 15:29:00,2024-02-17 17:59:00,150,153312254,10.196.42.139
EMP-1058,Kathleen Smith,Research & Development,USB-7912,2024-02-17 08:31:00,2024-02-17 09:42:00,71,173726475,10.138.192.189
EMP-1099,Emily Foster,Marketing,USB-2679,2024-02-17 11:35:00,2024-02-17 13:10:00,95,193286971,10.211.1.73
EMP-1017,Christine Wood,Executive,USB-2679,2024-02-18 08:31:00,2024-02-18 11:22:00,171,0,10.31.64.58
EMP-1063,Brian Lewis,Human Resources,USB-2679,2024-02-18 18:49:00,2024-02-18 19:09:00,20,0,10.244.64.52
EMP-1032,Thomas Hall,Finance,USB-9279,2024-02-18 11:40:00,2024-02-18 13:57:00,137,0,10.41.113.214
EMP-1030,Anthony Bennett,Operations,USB-2824,2024-02-18 13:54:00,2024-02-18 16:36:00,162,0,10.34.172.166
EMP-1081,Stephanie Morales,Engineering,USB-1434,2024-02-18 09:21:00,2024-02-18 12:01:00,160,0,10.39.208.145
EMP-1044,Deborah Kelly,Sales,USB-1434,2024-02-18 09:01:00,2024-02-18 11:20:00,139,0,10.112.1.134
EMP-1078,Sandra Campbell,Research & Development,USB-4582,2024-02-18 08:58:00,2024-02-18 09:45:00,47,0,10.137.33.71
EMP-1084,Kimberly James,Sales,USB-2535,2024-02-18 15:00:00,2024-02-18 15:23:00,23,44740091,10.142.20.41
EMP-1065,Lisa Cox,Legal,USB-1488,2024-02-18 15:49:00,2024-02-18 15:56:00,7,0,10.247.80.28
EMP-1042,Brian Chavez,Finance,USB-9935,2024-02-18 16:55:00,2024-02-18 17:05:00,10,0,10.241.8.30
EMP-1092,Christine Wilson,Finance,USB-9928,2024-02-18 16:04:00,2024-02-18 16:45:00,41,0,10.127.74.170
EMP-1005,Timothy Scott,Legal,USB-1434,2024-02-18 12:54:00,2024-02-18 14:20:00,86,357582230,10.95.91.54
EMP-1043,Justin King,Human Resources,USB-2535,2024-02-18 10:18:00,2024-02-18 11:39:00,81,0,10.187.202.81
EMP-1043,Justin King,Human Resources,USB-4657,2024-02-18 18:30:00,2024-02-18 19:04:00,34,0,10.187.202.81
EMP-1057,Anna Reyes,Executive,USB-9935,2024-02-18 10:56:00,2024-02-18 12:09:00,73,176732924,10.100.232.198
EMP-1017,Christine Wood,Executive,USB-1488,2024-02-18 16:58:00,2024-02-18 19:11:00,133,357943362,10.31.64.58
EMP-1022,Stephanie Sanders,Finance,USB-4582,2024-02-18 15:47:00,2024-02-18 18:36:00,169,0,10.49.138.115
EMP-1080,Kathleen Cruz,Operations,USB-1409,2024-02-18 16:58:00,2024-02-18 17:23:00,25,229622054,10.241.221.123
EMP-1069,Alexander Martin,Marketing,USB-9935,2024-02-18 15:55:00,2024-02-18 18:47:00,172,0,10.70.158.207
EMP-1060,Cynthia Taylor,Operations,USB-4582,2024-02-18 08:41:00,2024-02-18 10:28:00,107,91042100,10.152.145.170
EMP-1044,Deborah Kelly,Sales,USB-1488,2024-02-18 12:27:00,2024-02-18 12:59:00,32,82504019,10.112.1.134
EMP-1073,Eric Harris,Human Resources,USB-3286,2024-02-18 10:49:00,2024-02-18 13:05:00,136,0,10.143.195.62
EMP-1069,Alexander Martin,Marketing,USB-3286,2024-02-18 12:07:00,2024-02-18 13:07:00,60,0,10.70.158.207
EMP-1072,Gary Ramirez,Finance,USB-9935,2024-02-18 08:10:00,2024-02-18 08:18:00,8,0,10.226.153.180
EMP-1062,Carol Baker,Finance,USB-4582,2024-02-18 10:30:00,2024-02-18 12:50:00,140,0,10.214.21.121
EMP-1058,Kathleen Smith,Research & Development,USB-9935,2024-02-18 12:54:00,2024-02-18 13:20:00,26,0,10.138.192.189
EMP-1009,Justin Phillips,Marketing,USB-1434,2024-02-18 14:26:00,2024-02-18 15:13:00,47,0,10.127.24.194
EMP-1067,Rachel Foster,Executive,USB-7873,2024-02-18 10:09:00,2024-02-18 11:56:00,107,260185967,10.201.11.89
EMP-1025,Linda Perez,Legal,USB-5012,2024-02-19 14:11:00,2024-02-19 16:07:00,116,0,10.238.201.201
EMP-1033,Christine Peterson,Human Resources,USB-9279,2024-02-19 10:36:00,2024-02-19 11:14:00,38,0,10.68.30.228
EMP-1059,Mark Wright,Marketing,USB-1409,2024-02-19 13:26:00,2024-02-19 15:51:00,145,0,10.87.172.174
EMP-1067,Rachel Foster,Executive,USB-1520,2024-02-19 11:21:00,2024-02-19 12:45:00,84,57752569,10.201.11.89
EMP-1056,Karen Robinson,IT Security,USB-7912,2024-02-19 15:22:00,2024-02-19 15:50:00,28,0,10.55.17.107
EMP-1025,Linda Perez,Legal,USB-1520,2024-02-19 11:37:00,2024-02-19 12:23:00,46,243835455,10.238.201.201
EMP-1004,Alexander Rodriguez,Sales,USB-2535,2024-02-19 11:10:00,2024-02-19 13:21:00,131,436651833,10.253.21.219
EMP-1049,Andrew Rogers,Marketing,USB-4811,2024-02-19 14:53:00,2024-02-19 16:35:00,102,396957967,10.173.80.58
EMP-1044,Deborah Kelly,Sales,USB-2535,2024-02-19 14:04:00,2024-02-19 14:18:00,14,0,10.112.1.134
EMP-1086,Elizabeth Mendoza,IT Security,USB-9935,2024-02-19 13:26:00,2024-02-19 14:24:00,58,0,10.30.140.58
EMP-1009,Justin Phillips,Marketing,USB-5012,2024-02-19 15:52:00,2024-02-19 17:32:00,100,0,10.127.24.194
EMP-1025,Linda Perez,Legal,USB-1520,2024-02-19 18:15:00,2024-02-19 18:29:00,14,0,10.238.201.201
EMP-1061,Samuel Diaz,Engineering,USB-7873,2024-02-19 17:45:00,2024-02-19 18:43:00,58,0,10.67.98.84
EMP-1065,Lisa Cox,Legal,USB-1409,2024-02-19 18:46:00,2024-02-19 20:16:00,90,0,10.247.80.28
EMP-1043,Justin King,Human Resources,USB-4257,2024-02-19 08:52:00,2024-02-19 11:25:00,153,123595401,10.187.202.81
EMP-1028,Angela Hernandez,Research & Development,USB-4657,2024-02-19 16:35:00,2024-02-19 17:00:00,25,440807204,10.221.61.104
EMP-1074,Laura Williams,Sales,USB-4257,2024-02-19 15:40:00,2024-02-19 16:56:00,76,0,10.178.63.79
EMP-1023,Nancy Scott,Human Resources,USB-9928,2024-02-19 12:40:00,2024-02-19 14:02:00,82,0,10.207.221.220
EMP-1041,Michelle Robinson,Engineering,USB-7912,2024-02-20 12:44:00,2024-02-20 14:30:00,106,0,10.85.72.222
EMP-1068,David Cook,Research & Development,USB-7912,2024-02-20 13:42:00,2024-02-20 15:34:00,112,0,10.28.111.246
EMP-1071,Ashley Long,Engineering,USB-9935,2024-02-20 13:36:00,2024-02-20 14:10:00,34,0,10.8.127.218
EMP-1068,David Cook,Research & Development,USB-3286,2024-02-20 17:23:00,2024-02-20 20:12:00,169,0,10.28.111.246
EMP-1073,Eric Harris,Human Resources,USB-5506,2024-02-20 08:31:00,2024-02-20 08:52:00,21,84165392,10.143.195.62
EMP-1053,Brandon Castillo,Human Resources,USB-5012,2024-02-20 11:29:00,2024-02-20 12:12:00,43,0,10.230.41.191
EMP-1062,Carol Baker,Finance,USB-2824,2024-02-20 14:04:00,2024-02-20 15:08:00,64,124872840,10.214.21.121
EMP-1050,Patricia Garcia,Operations,USB-9928,2024-02-20 17:07:00,2024-02-20 19:32:00,145,0,10.107.227.162
EMP-1076,Steven Robinson,IT Security,USB-1434,2024-02-20 13:11:00,2024-02-20 13:24:00,13,0,10.31.191.138
EMP-1027,Catherine Green,Executive,USB-9928,2024-02-20 10:18:00,2024-02-20 13:14:00,176,0,10.236.219.136
EMP-1035,Steven Miller,Legal,USB-3286,2024-02-20 16:22:00,2024-02-20 18:23:00,121,30002753,10.12.1.86
EMP-1001,Mark Edwards,Engineering,USB-2679,2024-02-20 18:00:00,2024-02-20 20:45:00,165,0,10.179.109.88
EMP-1095,Anthony Wright,Legal,USB-4657,2024-02-20 16:37:00,2024-02-20 18:51:00,134,0,10.226.179.125
EMP-1046,Christine Evans,IT Security,USB-2424,2024-02-20 10:45:00,2024-02-20 10:51:00,6,0,10.33.50.108
EMP-1054,Kimberly Long,Sales,USB-1434,2024-02-20 14:07:00,2024-02-20 15:19:00,72,375932122,10.125.161.62
EMP-1031,Kenneth Long,Engineering,USB-2535,2024-02-20 15:12:00,2024-02-20 18:06:00,174,0,10.145.26.19
EMP-1093,Ryan Lopez,Human Resources,USB-5012,2024-02-20 08:26:00,2024-02-20 09:14:00,48,0,10.249.198.104
EMP-1010,Karen Watson,Operations,USB-7873,2024-02-20 18:55:00,2024-02-20 19:13:00,18,0,10.17.99.98
EMP-1092,Christine Wilson,Finance,USB-2824,2024-02-20 12:09:00,2024-02-20 13:26:00,77,0,10.127.74.170
EMP-1035,Steven Miller,Legal,USB-1409,2024-02-20 18:17:00,2024-02-20 18:48:00,31,313191691,10.12.1.86
EMP-1047,Brandon Reed,Executive,USB-4657,2024-02-20 12:49:00,2024-02-20 14:47:00,118,196278545,10.78.74.54
EMP-1040,Paul Lee,Operations,USB-9928,2024-02-20 11:31:00,2024-02-20 12:18:00,47,307644317,10.57.52.210
EMP-1088,Jessica Reyes,Research & Development,USB-1409,2024-02-20 16:17:00,2024-02-20 16:27:00,10,63907404,10.129.139.127
EMP-1017,Christine Wood,Executive,USB-3286,2024-02-20 09:16:00,2024-02-20 11:48:00,152,231067839,10.31.64.58
EMP-1033,Christine Peterson,Human Resources,USB-2679,2024-02-20 14:57:00,2024-02-20 17:11:00,134,490540367,10.68.30.228
EMP-1039,Donald Lee,Marketing,USB-1488,2024-02-20 10:19:00,2024-02-20 11:09:00,50,0,10.189.237.86
EMP-1085,Laura Ruiz,Legal,USB-4811,2024-02-21 10:08:00,2024-02-21 13:04:00,176,400089299,10.60.74.181
EMP-1032,Thomas Hall,Finance,USB-7873,2024-02-21 11:01:00,2024-02-21 12:50:00,109,0,10.41.113.214
EMP-1037,Melissa Howard,Executive,USB-4657,2024-02-21 18:32:00,2024-02-21 21:10:00,158,0,10.11.79.94
EMP-1074,Laura Williams,Sales,USB-4582,2024-02-21 15:13:00,2024-02-21 15:44:00,31,0,10.178.63.79
EMP-1026,Jason Hughes,IT Security,USB-4582,2024-02-21 16:29:00,2024-02-21 17:28:00,59,0,10.49.76.56
EMP-1062,Carol Baker,Finance,USB-2535,2024-02-21 11:58:00,2024-02-21 14:02:00,124,7173512,10.214.21.121
EMP-1040,Paul Lee,Operations,USB-1520,2024-02-21 09:37:00,2024-02-21 10:36:00,59,0,10.57.52.210
EMP-1049,Andrew Rogers,Marketing,USB-4257,2024-02-21 17:39:00,2024-02-21 18:23:00,44,416933136,10.173.80.58
EMP-1099,Emily Foster,Marketing,USB-4582,2024-02-21 14:51:00,2024-02-21 16:29:00,98,0,10.211.1.73
EMP-1082,Ashley Thomas,Finance,USB-1520,2024-02-21 16:40:00,2024-02-21 18:35:00,115,93536603,10.98.116.233
EMP-1082,Ashley Thomas,Finance,USB-5506,2024-02-21 11:48:00,2024-02-21 14:07:00,139,67826448,10.98.116.233
EMP-1085,Laura Ruiz,Legal,USB-5012,2024-02-21 17:28:00,2024-02-21 19:07:00,99,387393472,10.60.74.181
EMP-1031,Kenneth Long,Engineering,USB-1488,2024-02-21 13:44:00,2024-02-21 16:41:00,177,0,10.145.26.19
EMP-1093,Ryan Lopez,Human Resources,USB-4811,2024-02-21 12:49:00,2024-02-21 15:29:00,160,0,10.249.198.104
EMP-1012,Sharon Lee,Finance,USB-2424,2024-02-21 15:04:00,2024-02-21 17:49:00,165,39680346,10.196.46.130
EMP-1014,Gary Williams,Sales,USB-3286,2024-02-21 11:09:00,2024-02-21 12:37:00,88,356768561,10.15.62.225
EMP-1096,Benjamin Cox,IT Security,USB-9935,2024-02-21 10:13:00,2024-02-21 12:51:00,158,0,10.142.4.142
EMP-1046,Christine Evans,IT Security,USB-4582,2024-02-21 16:14:00,2024-02-21 17:11:00,57,0,10.33.50.108
EMP-1033,Christine Peterson,Human Resources,USB-7912,2024-02-21 17:38:00,2024-02-21 19:06:00,88,0,10.68.30.228
EMP-1033,Christine Peterson,Human Resources,USB-7912,2024-02-21 12:05:00,2024-02-21 13:41:00,96,0,10.68.30.228
EMP-1065,Lisa Cox,Legal,USB-5506,2024-02-21 14:15:00,2024-02-21 14:54:00,39,0,10.247.80.28
EMP-1003,Jennifer Sanders,Human Resources,USB-4657,2024-02-21 09:05:00,2024-02-21 10:43:00,98,0,10.21.142.76
EMP-1011,Stephen Johnson,Engineering,USB-7912,2024-02-22 14:59:00,2024-02-22 17:13:00,134,0,10.197.165.88
EMP-1050,Patricia Garcia,Operations,USB-1409,2024-02-22 10:31:00,2024-02-22 13:00:00,149,485448534,10.107.227.162
EMP-1093,Ryan Lopez,Human Resources,USB-2679,2024-02-22 11:43:00,2024-02-22 13:23:00,100,0,10.249.198.104
EMP-1039,Donald Lee,Marketing,USB-4811,2024-02-22 13:57:00,2024-02-22 16:35:00,158,0,10.189.237.86
EMP-1078,Sandra Campbell,Research & Development,USB-1434,2024-02-22 16:58:00,2024-02-22 18:01:00,63,342224894,10.137.33.71
EMP-1074,Laura Williams,Sales,USB-1409,2024-02-22 15:55:00,2024-02-22 17:39:00,104,0,10.178.63.79
EMP-1056,Karen Robinson,IT Security,USB-1520,2024-02-22 08:33:00,2024-02-22 09:40:00,67,404422016,10.55.17.107
EMP-1038,Anthony Mendoza,Research & Development,USB-2424,2024-02-22 16:37:00,2024-02-22 18:32:00,115,487385299,10.200.144.227
EMP-1063,Brian Lewis,Human Resources,USB-2424,2024-02-22 08:19:00,2024-02-22 08:47:00,28,0,10.244.64.52
EMP-1063,Brian Lewis,Human Resources,USB-5012,2024-02-22 11:52:00,2024-02-22 12:56:00,64,438420804,10.244.64.52
EMP-1058,Kathleen Smith,Research & Development,USB-2824,2024-02-22 18:31:00,2024-02-22 20:43:00,132,0,10.138.192.189
EMP-1046,Christine Evans,IT Security,USB-9279,2024-02-22 10:14:00,2024-02-22 11:19:00,65,207402826,10.33.50.108
EMP-1087,Christopher Martinez,Executive,USB-4811,2024-02-22 14:05:00,2024-02-22 15:43:00,98,204879435,10.192.212.146
EMP-1015,Janet Morales,Legal,USB-5012,2024-02-22 18:07:00,2024-02-22 19:09:00,62,8567340,10.169.122.243
EMP-1077,Margaret Patel,Executive,USB-7873,2024-02-22 18:06:00,2024-02-22 20:55:00,169,0,10.73.252.26
EMP-1002,Margaret Ross,Finance,USB-2679,2024-02-22 10:33:00,2024-02-22 13:25:00,172,432469245,10.25.92.217
EMP-1067,Rachel Foster,Executive,USB-5506,2024-02-22 17:45:00,2024-02-22 18:07:00,22,0,10.201.11.89
EMP-1083,Emma Diaz,Human Resources,USB-1520,2024-02-23 13:01:00,2024-02-23 13:44:00,43,124572606,10.246.190.26
EMP-1060,Cynthia Taylor,Operations,USB-9935,2024-02-23 12:30:00,2024-02-23 15:30:00,180,0,10.152.145.170
EMP-1065,Lisa Cox,Legal,USB-4582,2024-02-23 13:15:00,2024-02-23 15:28:00,133,0,10.247.80.28
EMP-1011,Stephen Johnson,Engineering,USB-1434,2024-02-23 14:34:00,2024-02-23 17:17:00,163,334893244,10.197.165.88
EMP-1099,Emily Foster,Marketing,USB-2679,2024-02-23 18:04:00,2024-02-23 19:10:00,66,111739670,10.211.1.73
EMP-1063,Brian Lewis,Human Resources,USB-3286,2024-02-23 15:50:00,2024-02-23 16:55:00,65,0,10.244.64.52
EMP-1041,Michelle Robinson,Engineering,USB-4257,2024-02-23 16:30:00,2024-02-23 18:18:00,108,334556786,10.85.72.222
EMP-1089,Scott Garcia,Marketing,USB-4657,2024-02-23 13:39:00,2024-02-23 13:47:00,8,0,10.65.7.24
EMP-1034,Paul Torres,Sales,USB-1409,2024-02-23 13:12:00,2024-02-23 13:25:00,13,0,10.176.163.219
EMP-1028,Angela Hernandez,Research & Development,USB-4811,2024-02-23 08:16:00,2024-02-23 09:04:00,48,89461303,10.221.61.104
EMP-1074,Laura Williams,Sales,USB-2824,2024-02-23 08:45:00,2024-02-23 10:03:00,78,9600616,10.178.63.79
EMP-1097,Mark Anderson,Executive,USB-1520,2024-02-23 10:55:00,2024-02-23 11:39:00,44,72443703,10.239.184.75
EMP-1015,Janet Morales,Legal,USB-4582,2024-02-23 17:12:00,2024-02-23 19:13:00,121,351360338,10.169.122.243
EMP-1030,Anthony Bennett,Operations,USB-5012,2024-02-23 08:18:00,2024-02-23 10:56:00,158,0,10.34.172.166
EMP-1010,Karen Watson,Operations,USB-5506,2024-02-23 09:17:00,2024-02-23 09:28:00,11,279955277,10.17.99.98
EMP-1070,Sharon Sanders,Operations,USB-7912,2024-02-23 09:39:00,2024-02-23 10:11:00,32,0,10.213.240.23
EMP-1001,Mark Edwards,Engineering,USB-4257,2024-02-23 15:27:00,2024-02-23 15:48:00,21,0,10.179.109.88
EMP-1008,Margaret Wood,Research & Development,USB-9279,2024-02-23 17:46:00,2024-02-23 18:09:00,23,0,10.68.36.64
EMP-1039,Donald Lee,Marketing,USB-9935,2024-02-23 18:58:00,2024-02-23 21:30:00,152,0,10.189.237.86
EMP-1028,Angela Hernandez,Research & Development,USB-4257,2024-02-23 14:42:00,2024-02-23 14:51:00,9,186382562,10.221.61.104
EMP-1033,Christine Peterson,Human Resources,USB-2535,2024-02-23 08:01:00,2024-02-23 08:31:00,30,0,10.68.30.228
EMP-1038,Anthony Mendoza,Research & Development,USB-1409,2024-02-23 09:06:00,2024-02-23 10:33:00,87,192036905,10.200.144.227
EMP-1023,Nancy Scott,Human Resources,USB-1488,2024-02-24 16:33:00,2024-02-24 17:25:00,52,0,10.207.221.220
EMP-1038,Anthony Mendoza,Research & Development,USB-7912,2024-02-24 11:22:00,2024-02-24 14:01:00,159,0,10.200.144.227
EMP-1059,Mark Wright,Marketing,USB-4582,2024-02-24 12:00:00,2024-02-24 14:16:00,136,220935253,10.87.172.174
EMP-1096,Benjamin Cox,IT Security,USB-9279,2024-02-24 12:11:00,2024-02-24 12:37:00,26,197579527,10.142.4.142
EMP-1066,Pamela Gray,IT Security,USB-9928,2024-02-24 08:08:00,2024-02-24 08:49:00,41,0,10.152.177.213
EMP-1063,Brian Lewis,Human Resources,USB-3286,2024-02-24 10:22:00,2024-02-24 11:26:00,64,325578485,10.244.64.52
EMP-1057,Anna Reyes,Executive,USB-2424,2024-02-24 10:20:00,2024-02-24 11:48:00,88,0,10.100.232.198
EMP-1013,Samantha Cook,Human Resources,USB-2424,2024-02-24 17:05:00,2024-02-24 19:37:00,152,0,10.196.42.139
EMP-1010,Karen Watson,Operations,USB-1434,2024-02-24 11:15:00,2024-02-24 12:15:00,60,278189198,10.17.99.98
EMP-1100,Karen Edwards,Operations,USB-7912,2024-02-24 18:13:00,2024-02-24 20:55:00,162,0,10.142.196.140
EMP-1020,Patrick Kelly,Operations,USB-5012,2024-02-24 16:04:00,2024-02-24 16:39:00,35,439911199,10.207.105.49
EMP-1071,Ashley Long,Engineering,USB-1488,2024-02-24 12:25:00,2024-02-24 13:12:00,47,62156048,10.8.127.218
EMP-1054,Kimberly Long,Sales,USB-2679,2024-02-24 09:36:00,2024-02-24 10:05:00,29,0,10.125.161.62
EMP-1067,Rachel Foster,Executive,USB-1520,2024-02-24 18:18:00,2024-02-24 20:02:00,104,312815332,10.201.11.89
EMP-1026,Jason Hughes,IT Security,USB-4657,2024-02-24 16:35:00,2024-02-24 17:44:00,69,0,10.49.76.56
EMP-1070,Sharon Sanders,Operations,USB-4582,2024-02-24 17:00:00,2024-02-24 17:46:00,46,0,10.213.240.23
EMP-1090,Maria Gray,Operations,USB-4582,2024-02-24 14:57:00,2024-02-24 15:02:00,5,0,10.121.133.167
EMP-1100,Karen Edwards,Operations,USB-4582,2024-02-24 11:22:00,2024-02-24 12:04:00,42,463063715,10.142.196.140
EMP-1049,Andrew Rogers,Marketing,USB-4811,2024-02-24 12:23:00,2024-02-24 14:30:00,127,376141158,10.173.80.58
EMP-1078,Sandra Campbell,Research & Development,USB-9928,2024-02-24 13:46:00,2024-02-24 16:39:00,173,0,10.137.33.71
EMP-1041,Michelle Robinson,Engineering,USB-1520,2024-02-24 12:59:00,2024-02-24 13:07:00,8,0,10.85.72.222
EMP-1018,Robert Ramos,Research & Development,USB-9279,2024-02-24 13:10:00,2024-02-24 14:32:00,82,364974102,10.19.182.162
EMP-1088,Jessica Reyes,Research & Development,USB-4582,2024-02-24 11:18:00,2024-02-24 12:23:00,65,211895521,10.129.139.127
EMP-1028,Angela Hernandez,Research & Development,USB-9935,2024-02-24 14:20:00,2024-02-24 16:19:00,119,0,10.221.61.104
EMP-1095,Anthony Wright,Legal,USB-7873,2024-02-25 16:50:00,2024-02-25 19:46:00,176,69217579,10.226.179.125
EMP-1095,Anthony Wright,Legal,USB-4811,2024-02-25 16:53:00,2024-02-25 17:25:00,32,0,10.226.179.125
EMP-1087,Christopher Martinez,Executive,USB-5506,2024-02-25 13:50:00,2024-02-25 15:31:00,101,0,10.192.212.146
EMP-1085,Laura Ruiz,Legal,USB-5012,2024-02-25 13:30:00,2024-02-25 14:31:00,61,357199112,10.60.74.181
EMP-1026,Jason Hughes,IT Security,USB-5506,2024-02-25 09:39:00,2024-02-25 10:52:00,73,0,10.49.76.56
EMP-1048,Cynthia Cruz,Research & Development,USB-2824,2024-02-25 16:13:00,2024-02-25 17:52:00,99,0,10.122.204.231
EMP-1037,Melissa Howard,Executive,USB-4257,2024-02-25 15:06:00,2024-02-25 16:37:00,91,484225953,10.11.79.94
EMP-1006,Nicole Brooks,IT Security,USB-4657,2024-02-25 15:35:00,2024-02-25 18:07:00,152,0,10.119.98.70
EMP-1073,Eric Harris,Human Resources,USB-1409,2024-02-25 13:01:00,2024-02-25 14:07:00,66,0,10.143.195.62
EMP-1061,Samuel Diaz,Engineering,USB-2535,2024-02-25 12:20:00,2024-02-25 13:31:00,71,428416261,10.67.98.84
EMP-1031,Kenneth Long,Engineering,USB-2424,2024-02-25 16:39:00,2024-02-25 19:35:00,176,0,10.145.26.19
EMP-1028,Angela Hernandez,Research & Development,USB-2424,2024-02-25 17:23:00,2024-02-25 18:59:00,96,0,10.221.61.104
